Year,State_Code,State_Abbr,County_Code,County_Name,Commodity_Code,Commodity_Name,Insurance_Plan,Stage_Code,Col_1,Col_2,Cause_Code,Cause_Name,Month_Code,Month_Name,Col_3,Policies_Earning_Premium,Policies_Indemnified,Net_Planted_Acres,Net_Endorsed_Acres,Liability,Total_Premium,Producer_Premium,Subsidy,State_Private_Subsidy,Additional_Subsidy,EFA_Premium_Discount,Net_Determined_Acres,Indemnity,Loss_Ratio
1994,12,FL,131,Walton                        ,21,COTTON                        ,90,, ,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,,1,1,69.2,0,8819.5,2361.5,1652.5,709,0,0,0,50.7,3507,1.49
1994,12,FL,131,Walton                        ,21,COTTON                        ,90,, ,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,,1,1,14.8,0,2925,563,395,168,0,0,0,14.8,2763,4.91
1994,12,FL,131,Walton                        ,41,CORN                          ,90,, ,4,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,1,1,50,0,3240,1167,969,198,0,0,0,50,1516,1.3
1994,12,FL,131,Walton                        ,41,CORN                          ,90,, ,4,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,,1,1,8,0,662.4,185.2,153.6,31.6,0,0,0,14.4,432,2.33
1994,12,FL,131,Walton                        ,41,CORN                          ,90,, ,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,,2,2,87.5,0,7266.2,1107.3,778.1,329.2,0,0,0,87.5,5863.5,5.3
1994,12,FL,131,Walton                        ,41,CORN                          ,90,, ,1,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,,1,1,8,0,662.4,185.2,153.6,31.6,0,0,0,1.6,127.2,0.69
1994,12,FL,131,Walton                        ,41,CORN                          ,90,, ,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,1,1,3.54,0,106.8,32.4,22.8,9.6,0,0,0,3.63,59.1,1.82
1994,12,FL,131,Walton                        ,41,CORN                          ,90,, ,4,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,1,1,14.8,0,1037.6,352.8,292.8,60,0,0,0,14.8,894.4,2.54
1994,12,FL,131,Walton                        ,41,CORN                          ,90,, ,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,2,2,23,0,1094,291,205,86,0,0,0,31.35,666,2.29
1994,12,FL,131,Walton                        ,41,CORN                          ,90,, ,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,,2,2,143.66,0,19854.26,2317.11,1625.92,691.19,0,0,0,143.66,10224.02,4.41
1994,12,FL,131,Walton                        ,75,PEANUTS                       ,10,, ,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,,1,1,49992,0,23110,2381,1664,717,0,0,0,76.8,20421,8.58
1994,12,FL,131,Walton                        ,75,PEANUTS                       ,10,, ,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,,4,4,357653.33,0,73702.5,8570.5,6561,2009.5,0,0,0,213.9,24716,2.88
1994,12,FL,131,Walton                        ,75,PEANUTS                       ,10,, ,4,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,1,1,36.5,0,10089,1775.5,1241,534.5,0,0,0,34,1884,1.06
1994,12,FL,131,Walton                        ,75,PEANUTS                       ,10,, ,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,,1,1,12950,0,2863,352,246,106,0,0,0,7,624,1.77
1994,12,FL,131,Walton                        ,75,PEANUTS                       ,10,, ,4,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,,4,4,91.6,0,37659,5855,4742,1113,0,0,0,91.6,12967,2.21
1994,12,FL,131,Walton                        ,75,PEANUTS                       ,10,, ,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,9,9,376777,0,95960,9646,7047,2599,0,0,0,220.35,50811,5.27
1994,12,FL,131,Walton                        ,75,PEANUTS                       ,10,, ,1,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,1,1,14.4,0,2782,486,340,146,0,0,0,14.4,2694,5.54
1994,12,FL,131,Walton                        ,75,PEANUTS                       ,10,, ,1,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,1,1,76,0,20900,3678.5,2571,1107.5,0,0,0,78.5,25010,6.8
1994,12,FL,131,Walton                        ,75,PEANUTS                       ,10,, ,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,,1,1,79884,0,11982.5,874.5,611,263.5,0,0,0,45,8559,9.79
1994,12,FL,131,Walton                        ,75,PEANUTS                       ,10,, ,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,0,   ,,1,0,25,0,7257,682,479,203,0,0,0,3.3,0,0
1994,12,FL,131,Walton                        ,81,SOYBEANS                      ,90,, ,1,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,1,1,38.5,0,1772,544,381,163,0,0,0,38.5,1772,3.26
1994,12,FL,131,Walton                        ,81,SOYBEANS                      ,90,, ,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,,1,1,34.7,0,1333,368,258,110,0,0,0,34.7,1227,3.33
1994,12,FL,131,Walton                        ,81,SOYBEANS                      ,90,, ,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,1,1,53.7,0,3529,753,528,225,0,0,0,53.7,3529,4.69
1994,12,FL,131,Walton                        ,81,SOYBEANS                      ,90,, ,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,,1,1,39,0,1269,532,373,159,0,0,0,39.5,265,0.5
1994,12,FL,131,Walton                        ,9999,All Other Crops               ,90,, ,1,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,1,1,3.5,0,73.85,5.25,3.5,1.75,0,0,0,6.3,133,25.33
1994,12,FL,131,Walton                        ,9999,All Other Crops               ,90,, ,4,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,1,1,3.5,0,73.85,5.25,3.5,1.75,0,0,0,0.7,-37.8,-7.2
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,10,, ,4,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,,1,1,86.1,0,25701,1517,1054,463,0,0,0,86.1,20309,13.39
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,90,, ,4,31,Excess Moisture/Precipitation/Rain                                                                  ,12,DEC,,1,1,26.565,0,1450.75,370.65,307.65,63,0,0,0,37.73,2013.2,5.43
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,10,, ,4,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,2,2,65.05,0,19681,1131.5,787,344.5,0,0,0,78.1,15419,13.63
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,10,, ,4,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,,2,2,200.55,0,84931.5,4970.5,3454,1516.5,0,0,0,348.5,58476,11.76
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,90,, ,4,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,1,1,80.2,0,9069,2013,1669,344,0,0,0,80.2,5651,2.81
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,10,, ,1,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,1,1,16.05,0,4371,257.5,179,78.5,0,0,0,3,2778,10.79
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,10,, ,1,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,,2,1,176.75,0,80521.5,4652.5,3236,1416.5,0,0,0,28.8,16135,3.47
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,90,, ,1,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,,1,1,90,0,4407.5,2607,2167.5,439.5,0,0,0,124.3,5368,2.06
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,10,, ,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,1,1,100579.5,0,19247.9,1135.4,789.6,345.8,0,0,0,29.47,6040.3,5.32
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,90,, ,4,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,,1,1,90,0,4407.5,2607,2167.5,439.5,0,0,0,55.7,1684,0.65
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,90,, ,1,31,Excess Moisture/Precipitation/Rain                                                                  ,12,DEC,,1,1,26.565,0,1450.75,370.65,307.65,63,0,0,0,15.4,865.9,2.34
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,10,, ,4,51,Flood                                                                                               ,7,JUL,,1,1,64.25,0,23303,1235,862,373,0,0,0,20,40275,32.61
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,10,, ,1,51,Flood                                                                                               ,7,JUL,,1,0,64.25,0,23303,1235,862,373,0,0,0,108.5,0,0
1994,12,FL,133,Washington                    ,9999,All Other Crops               ,10,, ,1,51,Flood                                                                                               ,6,JUN,,1,1,34,0,11439,606,423,183,0,0,0,34,10001,16.5
1995,12,FL,1,Alachua                       ,75,PEANUTS                       ,10,,C,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,,1,0,5367.9,0,1063.2,59.4,0,59.4,0,0,0,3.06,0,0
1995,12,FL,1,Alachua                       ,75,PEANUTS                       ,10,,C,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,,1,1,5367.9,0,1063.2,59.4,0,59.4,0,0,0,6,1113.6,18.75
1995,12,FL,9,Brevard                       ,9999,All Other Crops               ,50,,C,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,,1,1,1.4,0,54675,1586,0,1586,0,0,0,0,1383,0.87
1995,12,FL,11,Broward                       ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,2,FEB,,1,1,20,0,229533,10648,7135,3513,0,0,0,0,53586,5.03
1995,12,FL,11,Broward                       ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,,3,3,44,0,750081,29401,17763,11638,0,0,0,0,25074,0.85
1995,12,FL,11,Broward                       ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,1,JAN,,1,1,3,0,780494,36696,24587,12109,0,0,0,0,64925,1.77
1995,12,FL,11,Broward                       ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,,1,1,3,0,780494,36696,24587,12109,0,0,0,0,133918,3.65
1995,12,FL,11,Broward                       ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,6,6,59,0,818396,32497,19347,13150,0,0,0,0,106272,3.27
1995,12,FL,11,Broward                       ,56,NURSERY (CONTAINER)           ,50,,A,  ,51,Flood                                                                                               ,8,AUG,,1,1,2,0,113049,3921,2008,1913,0,0,0,0,9945,2.54
1995,12,FL,11,Broward                       ,56,NURSERY (CONTAINER)           ,50,,A,  ,51,Flood                                                                                               ,11,NOV,,2,2,5,0,129279,4771,2577,2194,0,0,0,0,27469,5.76
1995,12,FL,13,Calhoun                       ,21,COTTON                        ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,1,1,51.254,0,9160.55,2125.13,1238.72,886.41,0,0,0,51.254,4443.81,2.09
1995,12,FL,13,Calhoun                       ,81,SOYBEANS                      ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,,1,1,143.32,0,10229,1867,1089,778,0,0,0,143.32,10229,5.48
1995,12,FL,13,Calhoun                       ,81,SOYBEANS                      ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,1,1,32.83,0,2812.355,405.475,236.425,169.05,0,0,0,43.61,3751.93,9.25
1995,12,FL,13,Calhoun                       ,81,SOYBEANS                      ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,1,1,32.83,0,2812.355,405.475,236.425,169.05,0,0,0,22.05,-367.99,-0.91
1995,12,FL,21,Collier                       ,84,POTATOES                      ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,215,0,507357,32877,18970,13907,0,0,0,215,363926,11.07
1995,12,FL,25,Dade                          ,44,FRESH MARKET SWEET CORN       ,50,,A,NR,31,Excess Moisture/Precipitation/Rain                                                                  ,0,   ,,1,0,203.1,0,158418,12831.5,7404,5427.5,0,0,0,306.5,0,0
1995,12,FL,25,Dade                          ,44,FRESH MARKET SWEET CORN       ,50,,A,R ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,380.2,0,296556,24020.5,13860,10160.5,0,0,0,276.8,11072,0.46
1995,12,FL,25,Dade                          ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,9,SEP,,9,9,71,0,8010771,351759,221420,130339,0,0,0,0,1106372,3.15
1995,12,FL,25,Dade                          ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,7,7,32,0,2014600,92881,59355,33526,0,0,0,0,471095,5.07
1995,12,FL,25,Dade                          ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,,3,3,35,0,1378013,55841,34840,21001,0,0,0,0,229590,4.11
1995,12,FL,25,Dade                          ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,19,19,95,0,9571878,430987,286443,144544,0,0,0,0,3232008,7.5
1995,12,FL,25,Dade                          ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,2,FEB,,3,3,39,0,1315136,57387,33792,23595,0,0,0,0,485457,8.46
1995,12,FL,25,Dade                          ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,,1,1,11.8,0,76636,2605,1334,1271,0,0,0,0,12283,4.72
1995,12,FL,25,Dade                          ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,12,DEC,,6,6,72,0,1516604,56486,32222,24264,0,0,0,0,551535,9.76
1995,12,FL,25,Dade                          ,56,NURSERY (CONTAINER)           ,50,,A,  ,51,Flood                                                                                               ,11,NOV,,2,2,4,0,251166,10093,5828,4265,0,0,0,0,46658,4.62
1995,12,FL,25,Dade                          ,56,NURSERY (CONTAINER)           ,50,,A,  ,51,Flood                                                                                               ,6,JUN,,2,2,5,0,359979,13086,6700,6386,0,0,0,0,108268,8.27
1995,12,FL,25,Dade                          ,84,POTATOES                      ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,2,FEB,,1,1,297.5,0,521094,44318,32132,12186,0,0,0,300,194970,4.4
1995,12,FL,25,Dade                          ,84,POTATOES                      ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,3,3,556.5,0,1436362,106537,71336,35201,0,0,0,581.2,62254,0.58
1995,12,FL,25,Dade                          ,84,POTATOES                      ,86,,L,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,1,1,20.45,0,45337.5,3763,2717,1046,0,0,0,22,48780,12.96
1995,12,FL,25,Dade                          ,84,POTATOES                      ,86,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,,1,1,20,0,35074,2175,1255,920,0,0,0,20,35074,16.13
1995,12,FL,25,Dade                          ,84,POTATOES                      ,86,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,2,2,158.5,0,318649,27038,19602,7436,0,0,0,133.8,265449,9.82
1995,12,FL,25,Dade                          ,84,POTATOES                      ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,2,2,322.1,0,699770,48485,30959,17526,0,0,0,322.1,290001,5.98
1995,12,FL,25,Dade                          ,84,POTATOES                      ,86,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,2,FEB,,1,1,124.5,0,251940,20911,15161,5750,0,0,0,122,246886,11.81
1995,12,FL,25,Dade                          ,84,POTATOES                      ,86,,L,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,1,1,20.45,0,45337.5,3763,2717,1046,0,0,0,18.9,-8685,-2.31
1995,12,FL,27,De Soto                       ,56,NURSERY (CONTAINER)           ,50,,C,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,,1,1,3.5,0,21095,612,0,612,0,0,0,0,3205,5.24
1995,12,FL,33,Escambia                      ,11,WHEAT                         ,90,,C,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,1,1,195.8,0,8068,530,0,530,0,0,0,195.8,4296,8.11
1995,12,FL,33,Escambia                      ,21,COTTON                        ,90,,L,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,1,1,851.4,0,269399,26650,16656,9994,0,0,0,851.4,63095,2.37
1995,12,FL,39,Gadsden                       ,41,CORN                          ,90,,C,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,1,1,7.41,0,190.2,30,0,30,0,0,0,7.515,156.3,5.21
1995,12,FL,51,Hendry                        ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,205.2,0,513000,58850,33957,24893,0,0,0,205.2,331154,5.63
1995,12,FL,51,Hendry                        ,83,PEPPERS                       ,50,,C,3,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,281.9,0,321366,20435,0,20435,0,0,0,281.7,144537,7.07
1995,12,FL,51,Hendry                        ,9999,All Other Crops               ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,116.025,0,580440.69,57463.74,41661.39,15802.35,0,0,0,116.025,501098.97,8.72
1995,12,FL,51,Hendry                        ,9999,All Other Crops               ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,1,JAN,,1,1,111.475,0,557678.31,55210.26,40027.61,15182.65,0,0,0,111.475,481448.03,8.72
1995,12,FL,59,Holmes                        ,16,OATS                          ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,,1,1,36,0,918,157.5,120.6,36.9,0,0,0,36,657.9,4.18
1995,12,FL,59,Holmes                        ,16,OATS                          ,90,,C,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,2,2,9.66,0,105,7.8,0,7.8,0,0,0,4.83,52.5,6.73
1995,12,FL,59,Holmes                        ,16,OATS                          ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,1,1,22.5,0,684.9,101.7,77.4,24.3,0,0,0,22.5,486.9,4.79
1995,12,FL,59,Holmes                        ,16,OATS                          ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,3,MAR,,1,1,42.3,0,1224.9,171,130.5,40.5,0,0,0,42.3,1224.9,7.16
1995,12,FL,59,Holmes                        ,21,COTTON                        ,90,,C,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,1,1,30,0,3037,473,0,473,0,0,0,30,2981,6.3
1995,12,FL,59,Holmes                        ,21,COTTON                        ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,2,2,58.016,0,19047.28,2951.76,1720.88,1230.88,0,0,0,58.016,11152.4,3.78
1995,12,FL,59,Holmes                        ,75,PEANUTS                       ,10,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,1,1,8870,0,1690,319,244,75,0,0,0,4.3,276,0.87
1995,12,FL,59,Holmes                        ,86,FRESH MARKET TOMATOES         ,86,,C,4,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,1,1,52.5,0,29626,1680,0,1680,0,0,0,52.5,25002,14.88
1995,12,FL,63,Jackson                       ,16,OATS                          ,90,,C,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,3,3,31.6,0,325,24,0,24,0,0,0,49.6,280.8,11.7
1995,12,FL,63,Jackson                       ,16,OATS                          ,90,,C,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,1,1,34,0,340,25,0,25,0,0,0,34,111,4.44
1995,12,FL,63,Jackson                       ,16,OATS                          ,90,,C,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,,1,1,7.2,0,72,5.4,0,5.4,0,0,0,7.2,72,13.33
1995,12,FL,63,Jackson                       ,21,COTTON                        ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,38.71,0,10107.23,1960.735,1143.17,817.565,0,0,0,39.69,8208.97,4.19
1995,12,FL,63,Jackson                       ,21,COTTON                        ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,,1,1,21.318,0,5106.63,1040.91,606.9,434.01,0,0,0,21.318,1328.04,1.28
1995,12,FL,63,Jackson                       ,21,COTTON                        ,90,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,1,1,67.575,0,16130.28,3451.935,2012.46,1439.475,0,0,0,61.047,9914.4,2.87
1995,12,FL,63,Jackson                       ,21,COTTON                        ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,10.29,0,2686.67,521.115,303.8,217.315,0,0,0,9.31,759.01,1.46
1995,12,FL,63,Jackson                       ,21,COTTON                        ,90,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,7,7,322.434,0,82558.77,16161.575,9422.7,6738.875,0,0,0,328.962,37833.65,2.34
1995,12,FL,63,Jackson                       ,75,PEANUTS                       ,10,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,1,1,116034,0,39451,4063,2369,1694,0,0,0,83,13661,3.36
1995,12,FL,63,Jackson                       ,75,PEANUTS                       ,10,,A,R ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,2,2,79986.5,0,29322,1991.5,1161,830.5,0,0,0,35.2,2816,1.41
1995,12,FL,63,Jackson                       ,75,PEANUTS                       ,10,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,75861.2,0,11379.2,1172,683.2,488.8,0,0,0,64.16,1107.6,0.95
1995,12,FL,63,Jackson                       ,75,PEANUTS                       ,10,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,75861.2,0,11379.2,1172,683.2,488.8,0,0,0,61.96,11180.8,9.54
1995,12,FL,63,Jackson                       ,75,PEANUTS                       ,10,,A,NR,31,Excess Moisture/Precipitation/Rain                                                                  ,0,   ,,1,0,12.5,0,3352.5,251.5,146.5,105,0,0,0,7,0,0
1995,12,FL,63,Jackson                       ,81,SOYBEANS                      ,90,,L,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,7,JUL,,1,1,200.1,0,10742,3867,1547,2320,0,0,0,200.1,3811,0.99
1995,12,FL,63,Jackson                       ,86,FRESH MARKET TOMATOES         ,86,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,1,1,3.76,0,11364,1245.6,718.8,526.8,0,0,0,4.8,8630.4,6.93
1995,12,FL,63,Jackson                       ,86,FRESH MARKET TOMATOES         ,86,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,,1,1,9,0,19980,2068,1499,569,0,0,0,9,11580,5.6
1995,12,FL,81,Manatee                       ,9999,All Other Crops               ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,1,JAN,,1,1,108,0,202737.6,17840.4,10293.6,7546.8,0,0,0,108,174249,9.77
1995,12,FL,81,Manatee                       ,9999,All Other Crops               ,86,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,1,JAN,,1,1,36,0,67579.2,5947.2,3431.4,2515.8,0,0,0,36,67579.2,11.36
1995,12,FL,85,Martin                        ,56,NURSERY (CONTAINER)           ,50,,A,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,,1,1,1,0,1330524,58543,39224,19319,0,0,0,0,6826,0.12
1995,12,FL,85,Martin                        ,56,NURSERY (CONTAINER)           ,50,,A,  ,51,Flood                                                                                               ,11,NOV,,1,1,1,0,1330524,58543,39224,19319,0,0,0,0,315249,5.38
1995,12,FL,85,Martin                        ,83,PEPPERS                       ,50,,A,3,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,153.1,0,382750,36687,21168,15519,0,0,0,153.1,358886,9.78
1995,12,FL,85,Martin                        ,86,FRESH MARKET TOMATOES         ,50,,A,4,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,195,0,565500,50046,28877,21169,0,0,0,195,255424,5.1
1995,12,FL,91,Okaloosa                      ,21,COTTON                        ,90,,C,P4,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,,1,1,75,0,4536,1240,0,1240,0,0,0,75,4536,3.66
1995,12,FL,93,Okeechobee                    ,9999,All Other Crops               ,86,,L,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,2,FEB,,2,2,143,0,210195,13615,7788,5827,0,0,0,143,137503,10.1
1995,12,FL,95,Orange                        ,56,NURSERY (CONTAINER)           ,50,,C,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,8,AUG,,2,2,5.5,0,228584,6629,0,6629,0,0,0,0,28249,4.26
1995,12,FL,95,Orange                        ,56,NURSERY (CONTAINER)           ,50,,C,  ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,3,3,6.5,0,484019,14036,0,14036,0,0,0,0,199671,14.23
1995,12,FL,97,Osceola                       ,9999,All Other Crops               ,86,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,1,JAN,,1,1,32,0,62403.6,4056,2340.4,1715.6,0,0,0,40,75316,18.57
1995,12,FL,97,Osceola                       ,9999,All Other Crops               ,86,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,247.5,0,470726.9,27043.8,15604,11439.8,0,0,0,326,619495,22.91
1995,12,FL,97,Osceola                       ,9999,All Other Crops               ,86,,A,UH,31,Excess Moisture/Precipitation/Rain                                                                  ,2,FEB,,1,1,72,0,138715.2,9016.8,5202.4,3814.4,0,0,0,72,135568.8,15.04
1995,12,FL,97,Osceola                       ,9999,All Other Crops               ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,1,JAN,,1,1,238.4,0,463759.6,30144,17393.2,12750.8,0,0,0,230.4,204265.6,6.78
1995,12,FL,97,Osceola                       ,9999,All Other Crops               ,86,,A,H ,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,247.5,0,470726.9,27043.8,15604,11439.8,0,0,0,169,86040,3.18
1995,12,FL,99,Palm Beach                    ,44,FRESH MARKET SWEET CORN       ,50,,C,2,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,21,0,5880,176,0,176,0,0,0,21,5880,33.41
1995,12,FL,99,Palm Beach                    ,44,FRESH MARKET SWEET CORN       ,50,,A,2,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,1,1,90,0,46800,3182,1836,1346,0,0,0,90,46800,14.71
1995,12,FL,99,Palm Beach                    ,44,FRESH MARKET SWEET CORN       ,50,,L,NR,31,Excess Moisture/Precipitation/Rain                                                                  ,10,OCT,,1,0,61.66666667,0,24766.66667,1293.666667,517.3333333,776.3333333,0,0,0,105,0,0
1995,12,FL,99,Palm Beach                    ,44,FRESH MARKET SWEET CORN       ,50,,L,1,31,Excess Moisture/Precipitation/Rain                                                                  ,11,NOV,,2,2,61.5,0,24600,1147,459,688,0,0,0,61.5,21800,19.01
